hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),shadow size in bytes
411,1479600,2661272,6569,5763,6,0,3244,3318,7,0,0,0,0.00106561,0,99.8934,0,102364,38032670,49336,20602725,48492,713,48399,131,93,26,67,0.00265526,0.00188503,99.7345,0.188503,46459,41617,41623,0,0,41617,4836,0,0,0,0,26,67,0,0,100,0,0.00141507,0.000953631,97.8992,0.166354,492284,645015,1.64262e+08
412,1483200,2666252,4980,4187,0,0,3132,1848,0,0,0,0,0,0,100,0,96881,38120904,47888,20650613,47288,500,47221,100,67,16,51,0.00208821,0.0013991,99.7912,0.13991,44013,40346,40346,0,0,40346,3667,0,0,0,0,16,51,0,0,100,0,0.0010728,0.000718776,97.992,0.126731,499226,644009,1.63903e+08
413,1486800,2674255,8003,7060,15,8,2759,5221,15,8,1,7,0.0018743,0.000999625,99.8126,0.0999625,108696,38215851,51296,20701909,50553,615,50480,128,73,14,59,0.00249532,0.00142311,99.7505,0.142311,49397,43651,43653,0,0,43651,5742,0,0,0,0,15,66,0,0,100,0,0.00138902,0.00078679,98.2132,0.136596,506126,644561,1.63967e+08
414,1490400,2697438,23183,17250,39,24,3308,19811,40,24,16,8,0.0017254,0.00103524,99.8275,0.103524,123169,38298466,43957,20745866,43355,497,43268,105,87,15,72,0.0023887,0.00197921,99.7611,0.197921,56029,38658,38672,0,0,38658,17342,0,0,0,0,31,80,0,0,100,0,0.00137054,0.00104917,99.3745,0.165326,510809,648065,1.64735e+08
415,1494000,2701741,4303,3464,12,2,158,4131,12,2,1,1,0.00278875,0.000464792,99.7211,0.0464792,13268,38304226,2908,20748774,2894,4,2892,10,2,1,1,0.00343879,0.000687758,99.6561,0.0687758,6057,2852,2854,0,0,2852,3203,0,0,0,0,2,2,0,0,100,0,0.00218623,0.000397496,99.4887,0.0554708,510849,646464,1.64463e+08
416,1497600,2702066,325,291,0,0,1,324,0,0,0,0,0,0,100,0,2677,38306309,1158,20749932,1156,0,1156,2,0,0,0,0.00172712,0,99.8273,0,1194,925,925,0,0,925,269,0,0,0,0,0,0,0,0,100,0,0.000830565,0,99.3846,0,511080,637010,1.6241e+08
417,1501200,2751611,49545,37388,89,28,1248,48178,91,28,11,17,0.00183671,0.000565143,99.8163,0.0565143,164917,38384793,40476,20790408,39862,526,39835,88,27,10,17,0.00217413,0.000667062,99.7826,0.0667062,74896,38008,38028,0,0,38008,36852,0,0,0,0,21,34,0,0,100,0,0.00139812,0.00042959,99.6387,0.0610969,512914,630158,1.61648e+08
418,1504800,2771264,19653,14119,33,15,623,18981,33,16,6,9,0.00167913,0.000814125,99.8321,0.0814125,57354,38407797,11608,20802016,11497,82,11493,29,4,1,3,0.00249828,0.00034459,99.7502,0.034459,26093,11396,11403,0,0,11396,14679,0,0,0,0,7,12,0,0,100,0,0.00145345,0.000468856,99.6845,0.0639775,513008,623034,1.60789e+08
419,1508400,2811106,39842,26248,71,13,1582,38166,80,14,8,5,0.00200793,0.000351388,99.7992,0.0351388,119359,38456657,25211,20827227,25025,129,25023,57,2,1,1,0.00226092,7.93304e-05,99.7739,0.00793304,54306,23649,23678,0,0,23649,30617,0,0,0,0,9,6,0,0,100,0,0.0015445,0.000180379,99.6561,0.0245953,514355,614933,1.59585e+08
420,1512000,2867413,56307,26498,70,6,1329,54877,95,6,4,2,0.00168718,0.000106559,99.8313,0.0106559,143181,38497177,21675,20848902,21442,177,21442,56,0,0,0,0.00258362,0,99.7416,0,65199,18845,18907,0,0,18845,46286,0,0,0,0,4,2,0,0,100,0,0.00155948,6.19662e-05,99.7318,0.00769408,516890,609722,1.58485e+08
421,1515600,2891764,24351,10258,30,12,822,23473,43,13,3,9,0.00176584,0.000533859,99.8234,0.0533859,76587,38529452,17436,20866338,16886,508,16876,42,10,6,4,0.00240881,0.000573526,99.7591,0.0573526,34800,14839,14865,0,0,14839,19924,0,0,0,0,9,13,0,0,100,0,0.00150108,0.000406174,99.6509,0.055041,518911,604246,1.57281e+08
422,1519200,2925293,33529,18056,53,7,1283,32172,66,8,0,7,0.00196845,0.000238599,99.8032,0.0238599,118276,38586854,30942,20897280,30429,449,30420,64,9,2,7,0.00206839,0.000290867,99.7932,0.0290867,53805,26460,26499,0,0,26460,27300,0,0,0,0,2,14,0,0,100,0,0.00142966,0.000186955,99.6123,0.0263684,522841,600691,1.56495e+08
423,1522800,2951045,25752,13203,33,8,754,24948,41,9,6,2,0.00159211,0.000349487,99.8408,0.0349487,107635,38647628,32992,20930272,32436,472,32422,84,14,6,8,0.00254607,0.000424345,99.7454,0.0424345,48891,27782,27812,0,0,27782,21071,0,0,0,0,12,10,0,0,100,0,0.00144465,0.000265816,99.5146,0.0391529,527465,598215,1.55735e+08
424,1526400,2954426,3381,1884,4,0,756,2620,5,0,0,0,0.00147885,0,99.8521,0,79972,38721529,40238,20970510,39816,330,39814,92,2,1,1,0.0022864,4.97043e-05,99.7714,0.00497043,36353,33663,33668,0,0,33663,2685,0,0,0,0,1,1,0,0,100,0,0.00125514,2.58792e-05,97.131,0.00458516,533613,596883,1.55368e+08
425,1530000,2959655,5229,2908,7,1,761,4459,8,1,0,1,0.00152993,0.000191241,99.847,0.0191241,87293,38799392,42452,21012962,41862,496,41856,94,6,3,3,0.00221427,0.000141336,99.7786,0.0141336,39612,35411,35417,0,0,35411,4195,0,0,0,0,3,4,0,0,100,0,0.00122755,8.4244e-05,98.0493,0.0146809,540058,595829,1.55047e+08
426,1533600,2961995,2340,1458,2,0,616,1722,2,0,0,0,0.000854701,0,99.9145,0,76287,38871504,39228,21052190,38923,208,38921,97,2,2,0,0.00247272,5.0984e-05,99.7527,0.0050984,34719,32884,32886,0,0,32884,1833,0,0,0,0,2,0,0,0,100,0,0.00132972,2.68629e-05,95.7692,0.00481139,546095,594324,1.54412e+08
427,1537200,2970764,8769,5381,7,0,3557,5204,8,0,0,0,0.000912305,0,99.9088,0,109924,38965889,51104,21103294,50038,944,50023,122,15,11,4,0.00238729,0.000293519,99.7613,0.0293519,50051,43281,43289,0,0,43281,6762,0,0,0,0,11,4,0,0,100,0,0.00126025,0.000145414,98.5175,0.025053,552844,594013,1.54118e+08
428,1540800,2975361,4597,2821,1,0,1717,2879,1,0,0,0,0.000217533,0,99.9782,0,92071,39049882,45629,21148923,44943,566,44940,120,3,2,1,0.00262991,6.57477e-05,99.737,0.00657477,41845,38364,38364,0,0,38364,3481,0,0,0,0,2,1,0,0,100,0,0.00136584,3.38639e-05,97.3678,0.005973,559423,593454,1.53827e+08
429,1544400,2977844,2483,2180,4,0,1072,1407,4,0,0,0,0.00161095,0,99.8389,0,56507,39102050,28326,21177249,27983,257,27980,86,3,2,1,0.00303608,0.00010591,99.6964,0.010591,25698,23842,23844,0,0,23842,1854,0,0,0,0,2,1,0,0,100,0,0.00164681,5.48938e-05,96.3754,0.00973741,563562,590334,1.53195e+08
430,1548000,2992970,15126,7387,19,0,1204,13898,24,0,0,0,0.00158667,0,99.8413,0,88621,39163144,33228,21210477,32609,527,32600,92,9,5,4,0.00276875,0.000270856,99.7231,0.0270856,40267,27866,27884,0,0,27866,12383,0,0,0,0,5,4,0,0,100,0,0.00152191,0.000118079,99.2331,0.0186127,568287,588503,1.52748e+08
431,1551600,3011466,18496,13931,43,4,591,17856,45,4,0,4,0.00243296,0.000216263,99.7567,0.0216263,71862,39202471,20740,21231217,20432,271,20427,37,5,0,5,0.00178399,0.00024108,99.8216,0.024108,32626,18587,18608,0,0,18587,14018,0,0,0,0,0,9,0,0,100,0,0.00141812,0.000155647,99.5567,0.0229381,570111,583289,1.51811e+08
432,1555200,3041125,29659,25033,78,2,628,28950,79,2,2,0,0.00266361,6.74332e-05,99.7336,0.00674332,92255,39243109,20655,21251872,20524,73,20524,58,0,0,0,0.00280804,0,99.7192,0,41941,19983,20008,0,0,19983,21932,0,0,0,0,2,0,0,0,100,0,0.00194887,2.84507e-05,99.5381,0.00397504,570627,575929,1.50736e+08
433,1558800,3076292,35167,17393,9,16,935,34204,10,18,2,14,0.000284357,0.000511843,99.9716,0.0511843,125978,39305135,33525,21285397,32874,635,32798,16,76,12,64,0.000477256,0.00226696,99.9523,0.226696,57286,28501,28510,0,0,28501,28764,0,0,0,0,14,78,0,0,100,0,0.000267509,0.000967148,99.9261,0.136843,258361,573496,1.50366e+08
434,1562400,3121352,45060,20058,12,29,1228,43788,15,29,5,24,0.000332889,0.000643586,99.9667,0.0643586,141988,39365326,32371,21317768,32016,341,31978,14,38,5,33,0.000432486,0.00117389,99.9567,0.117389,64557,27820,27831,0,0,27820,36704,0,0,0,0,10,57,0,0,100,0,0.000275532,0.000636574,99.9356,0.0865287,262546,570606,1.5003e+08
435,1566000,3147685,26333,12186,9,31,543,25749,9,32,3,28,0.000341776,0.00121521,99.9658,0.121521,78547,39395824,16526,21334294,16349,163,16333,14,16,4,12,0.00084715,0.000968171,99.9153,0.0968171,35688,13972,13981,0,0,13972,21680,0,0,0,0,7,40,0,0,100,0,0.000404709,0.000844609,99.9127,0.111995,264914,568564,1.49618e+08
436,1569600,3161532,13847,7478,5,14,164,13664,5,14,2,12,0.000361089,0.00101105,99.9639,0.101105,32788,39403388,4056,21338350,4044,10,4038,2,6,1,5,0.000493097,0.00147929,99.9507,0.147929,14885,3508,3511,0,0,3508,11360,0,0,0,0,3,17,0,0,100,0,0.000326935,0.000934099,99.9494,0.111713,265447,568880,1.4967e+08
437,1573200,3170766,9234,2817,1,0,43,9190,1,0,0,0,0.000108295,0,99.9892,0,38344,39424824,11669,21350019,11529,136,11517,4,12,2,10,0.000342789,0.00102837,99.9657,0.102837,17441,9767,9768,0,0,9767,7673,0,0,0,0,2,10,0,0,100,0,0.000163026,0.000391262,99.9459,0.057408,267208,543275,1.44482e+08
438,1576800,3185203,14437,7190,5,3,518,13909,7,3,1,2,0.000484865,0.000207799,99.9515,0.0207799,80381,39478823,29358,21379377,29109,223,29091,26,18,1,17,0.000885619,0.000613121,99.9114,0.0613121,36586,24641,24646,0,0,24641,11937,0,0,0,0,2,19,0,0,100,0,0.000482202,0.000306856,99.7714,0.0479507,271671,538136,1.4358e+08
439,1580400,3239526,54323,28715,19,16,474,53812,21,16,1,15,0.000386577,0.000294535,99.9613,0.0294535,130564,39509888,16875,21396252,16863,5,16863,7,0,0,0,0.000414815,0,99.9585,0,59366,14190,14209,0,0,14190,45143,0,0,0,0,1,15,0,0,100,0,0.000327915,0.00018738,99.9485,0.0224725,274325,532007,1.42275e+08
440,1584000,3299087,59561,28802,18,24,592,58926,18,25,4,20,0.000302211,0.000419738,99.9698,0.0419738,135252,39536199,14267,21410519,14214,42,14214,11,0,0,0,0.00077101,0,99.9229,0,61424,12044,12061,0,0,12044,49343,0,0,0,0,4,20,0,0,100,0,0.000337712,0.000291131,99.9513,0.0338625,276478,525258,1.40874e+08
441,1587600,3333920,34833,14308,9,12,337,34473,11,12,2,10,0.000315793,0.000344501,99.9684,0.0344501,76616,39549119,6967,21417486,6905,58,6905,4,0,0,0,0.000574135,0,99.9426,0,34816,5953,5962,0,0,5953,28845,0,0,0,0,2,10,0,0,100,0,0.000314116,0.000251293,99.9569,0.0287081,277421,517257,1.39189e+08
442,1591200,3369169,35249,16838,8,30,451,34758,8,32,2,28,0.000226957,0.000907827,99.9773,0.0907827,76482,39561305,6457,21423943,6435,20,6434,2,1,0,1,0.000309741,0.000154871,99.969,0.0154871,34776,5729,5735,0,0,5729,29017,0,0,0,0,2,29,0,0,100,0,0.000210815,0.000695689,99.9716,0.0791253,278121,510057,1.37549e+08
443,1594800,3434824,65655,25665,19,57,1007,64564,23,61,10,47,0.000350316,0.000929099,99.965,0.0929099,141302,39582913,11436,21435379,11383,46,11382,7,1,0,1,0.000612102,8.74432e-05,99.9388,0.00874432,64211,10172,10189,0,0,10172,53970,0,0,0,0,10,48,0,0,100,0,0.000343788,0.000710496,99.9543,0.0804244,279315,502515,1.35795e+08
444,1598400,3467344,32520,14863,12,9,867,31630,14,9,4,5,0.000430504,0.000276753,99.9569,0.0276753,118175,39641687,31900,21467279,31541,335,31512,24,29,3,26,0.000752351,0.000909091,99.9248,0.0909091,53755,26874,26886,0,0,26874,26861,0,0,0,0,7,31,0,0,100,0,0.000416238,0.000416238,99.8831,0.0589879,283970,494529,1.3395e+08
445,1602000,3570829,103485,39080,21,51,1379,102010,34,62,5,46,0.00032855,0.000599121,99.9671,0.0599121,218446,39670945,15704,21482983,15683,15,15682,6,1,0,1,0.000382068,6.3678e-05,99.9618,0.0063678,99257,13554,13572,0,0,13554,85633,0,0,0,0,5,47,0,0,100,0,0.000301334,0.000474601,99.9613,0.0528572,286081,486652,1.3001e+08
446,1605600,3591495,20666,8527,3,10,321,20328,4,13,2,8,0.000193555,0.000629053,99.9806,0.0629053,49910,39683072,6551,21489534,6525,21,6523,5,2,0,2,0.000763242,0.000305297,99.9237,0.0305297,22693,5576,5579,0,0,5576,17103,0,0,0,0,2,10,0,0,100,0,0.000274449,0.000457415,99.9565,0.0551126,287027,482700,1.27899e+08
447,1609200,3591495,0,0,0,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,13,39683081,1,21489535,1,0,1,0,0,0,0,0,0,100,0,12,8,8,0,0,8,4,0,0,0,0,0,0,0,0,100,0,0,0,-nan,0,287020,438193,1.1833e+08
448,1612800,3591495,0,0,0,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,8,39683089,4,21489539,4,0,4,0,0,0,0,0,0,100,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,100,0,0,0,-nan,0,287020,418711,1.14488e+08
449,1616400,3591495,0,0,0,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,1,39683090,1,21489540,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,0,0,-nan,0,287021,405817,1.1197e+08
450,1620000,3593235,1740,1048,2,2,19,1717,2,2,0,2,0.00114943,0.00114943,99.8851,0.114943,8319,39688245,2812,21492352,2703,107,2701,2,2,1,1,0.000711238,0.000711238,99.9289,0.0711238,3767,2343,2345,0,0,2343,1420,0,0,0,0,1,3,0,0,100,0,0.000580131,0.000580131,99.7701,0.0878735,287379,365615,1.04144e+08
451,1623600,3607663,14428,6366,5,2,182,14237,7,2,0,2,0.000485168,0.000138619,99.9515,0.0138619,65937,39727797,21622,21513974,21237,371,21220,14,17,6,11,0.000647489,0.000786236,99.9352,0.0786236,29887,17930,17935,0,0,17930,11950,0,0,0,0,6,13,0,0,100,0,0.000389033,0.000351982,99.8545,0.0527046,290681,359394,1.02939e+08
452,1627200,3632249,24586,13927,5,1,412,24168,5,1,1,0,0.000203368,4.06736e-05,99.9797,0.00406736,87931,39771358,23405,21537379,23202,193,23189,10,13,2,11,0.000427259,0.000555437,99.9573,0.0555437,39940,20156,20159,0,0,20156,19781,0,0,0,0,3,11,0,0,100,0,0.000220112,0.000205438,99.939,0.0291721,293724,354914,1.02313e+08
453,1630800,3637779,5530,4154,2,2,37,5489,2,2,1,1,0.000361664,0.000361664,99.9638,0.0361664,28411,39789754,9947,21547326,9845,89,9842,13,3,1,2,0.00130693,0.000301598,99.8693,0.0301598,12934,8449,8450,0,0,8449,4484,0,0,0,0,2,3,0,0,100,0,0.000626933,0.000208978,99.7288,0.032306,295119,355253,1.02383e+08
454,1634400,3647311,9532,5830,1,0,95,9436,1,0,0,0,0.00010491,0,99.9895,0,47469,39819788,16359,21563685,16164,190,16154,5,10,4,6,0.000305642,0.000611284,99.9694,0.0611284,21578,13675,13676,0,0,13675,7902,0,0,0,0,4,6,0,0,100,0,0.000151645,0.000252742,99.937,0.0386235,297607,353036,1.01942e+08
455,1638000,3694802,47491,36180,18,23,874,46575,18,24,8,15,0.000379019,0.000505359,99.9621,0.0505359,149160,39885422,33896,21597581,33626,252,33609,18,17,5,12,0.000531036,0.000501534,99.9469,0.0501534,67773,31738,31744,0,0,31738,36015,0,0,0,0,13,27,0,0,100,0,0.000318232,0.000362431,99.9242,0.0503766,299489,352957,1.01966e+08
456,1641600,3748438,53636,38720,30,11,595,52999,31,11,3,8,0.00057797,0.000205086,99.9422,0.0205086,165540,39955514,36674,21634255,36304,353,36288,17,16,2,14,0.000463544,0.000436276,99.9536,0.0436276,75230,33418,33433,0,0,33418,41789,0,0,0,0,5,22,0,0,100,0,0.000387948,0.000218221,99.9105,0.029897,302360,353652,1.02399e+08
457,1645200,3794045,45607,29104,18,23,551,45014,18,24,3,20,0.000394676,0.000526235,99.9605,0.0526235,113196,39986717,16168,21650423,15971,190,15967,7,4,1,3,0.000432954,0.000247402,99.9567,0.0247402,51421,15035,15048,0,0,15035,36355,0,0,0,0,4,23,0,0,100,0,0.000325478,0.000364536,99.9452,0.0453258,303283,347682,1.01587e+08
458,1648800,3814028,19983,8214,4,1,602,19374,6,1,0,1,0.000300255,5.00425e-05,99.97,0.00500425,74694,40024926,20825,21671248,20568,244,20564,13,4,3,1,0.00062425,0.000192077,99.9376,0.0192077,33886,17384,17388,0,0,17384,16497,0,0,0,0,3,2,0,0,100,0,0.000326505,8.59225e-05,99.9049,0.0122525,306463,344026,1.00942e+08
459,1652400,3856999,42971,18182,13,7,849,42098,16,8,3,4,0.000372344,0.000186172,99.9628,0.0186172,133496,40079977,29903,21701151,29284,604,29275,15,9,5,4,0.000501622,0.000300973,99.9498,0.0300973,60622,25148,25161,0,0,25148,35454,0,0,0,0,8,8,0,0,100,0,0.000316256,0.00017343,99.9279,0.0233279,310586,340548,1.00212e+08
460,1656000,3863338,6339,4511,1,1,29,6308,1,1,1,0,0.000157754,0.000157754,99.9842,0.0157754,15332,40083678,2013,21703164,2005,7,2005,1,0,0,0,0.000496771,0,99.9503,0,6980,1688,1689,0,0,1688,5290,0,0,0,0,1,0,0,0,100,0,0.000199203,9.96016e-05,99.9685,0.0119732,310902,333584,9.88467e+07
461,1659600,3876431,13093,9071,4,1,111,12977,4,1,0,1,0.000305507,7.63767e-05,99.9694,0.00763767,32353,40092140,4579,21707743,4535,43,4535,1,0,0,0,0.000218388,0,99.9782,0,14681,3883,3886,0,0,3883,10795,0,0,0,0,0,1,0,0,100,0,0.000231965,4.6393e-05,99.9618,0.00565867,311551,326830,9.75893e+07
462,1663200,3887902,11471,7521,6,3,170,11292,6,3,2,1,0.000523058,0.000261529,99.9477,0.0261529,26407,40097648,2923,21710666,2881,38,2881,4,0,0,0,0.00136846,0,99.8632,0,12013,2585,2591,0,0,2585,9419,0,0,0,0,2,1,0,0,100,0,0.000588963,0.000176689,99.9128,0.020842,311841,318606,9.60269e+07
463,1666800,3926242,38340,21912,16,3,452,37867,18,3,1,2,0.000469484,7.82473e-05,99.953,0.00782473,85183,40112922,8106,21718772,8065,38,8065,3,0,0,0,0.000370096,0,99.963,0,38737,7168,7181,0,0,7168,31554,0,0,0,0,1,2,0,0,100,0,0.000391689,5.59555e-05,99.9452,0.00645911,312725,311988,9.47507e+07
464,1670400,3988442,62200,35347,31,1,511,61653,35,1,1,0,0.000562701,1.60772e-05,99.9437,0.00160772,143818,40143134,16300,21735072,16219,74,16219,7,0,0,0,0.000429448,0,99.9571,0,65318,13912,13941,0,0,13912,51376,0,0,0,0,1,0,0,0,100,0,0.000454486,1.08211e-05,99.9325,0.00127389,315003,309827,9.43309e+07
465,1674000,3992629,4187,2251,4,1,44,4138,4,1,1,0,0.000955338,0.000238834,99.9045,0.0238834,9838,40145288,1154,21736226,1145,7,1145,2,0,0,0,0.0017331,0,99.8267,0,4497,1000,1003,0,0,1000,3494,0,0,0,0,1,0,0,0,100,0,0.000946223,0.000157704,99.8567,0.0187231,315145,306273,9.36158e+07
466,1677600,4010376,17747,9936,5,1,22,17719,5,1,1,0,0.000281738,5.63476e-05,99.9718,0.00563476,41155,40153948,4722,21740948,4691,27,4691,4,0,0,0,0.000847099,0,99.9153,0,18686,3938,3943,0,0,3938,14742,0,0,0,0,1,0,0,0,100,0,0.000340819,3.78687e-05,99.9493,0.00445058,315893,295296,9.14839e+07
467,1681200,4083132,72756,26741,31,5,492,72225,34,5,2,3,0.000467315,6.87229e-05,99.9533,0.00687229,159725,40180502,14338,21755286,14260,67,14260,11,0,0,0,0.000767192,0,99.9233,0,72631,12216,12239,0,0,12216,60387,0,0,0,0,2,3,0,0,100,0,0.000453127,5.03474e-05,99.9381,0.00574092,317914,288278,9.0076e+07
468,1684800,4117430,34298,11594,6,0,1055,33236,7,0,0,0,0.000204094,0,99.9796,0,136087,40253833,39922,21795208,39315,550,39309,57,6,6,0,0.00142778,0.000150293,99.8572,0.0150293,61867,33409,33415,0,0,33409,28452,0,0,0,0,6,0,0,0,100,0,0.000594635,5.57471e-05,99.8134,0.00808407,323814,285523,8.95159e+07
469,1688400,4156387,38957,20027,18,2,1654,37283,18,2,1,1,0.000462048,5.13387e-05,99.9538,0.00513387,142086,40325750,38580,21833788,38101,440,38098,39,3,1,2,0.00101089,7.77605e-05,99.8989,0.00777605,64549,33337,33347,0,0,33337,31201,0,0,0,0,2,3,0,0,100,0,0.000514097,4.50962e-05,99.8537,0.00644853,328568,288056,9.01553e+07
470,1692000,4198985,42598,33135,22,3,659,41912,24,3,1,2,0.000563407,7.04258e-05,99.9437,0.00704258,123774,40374727,24868,21858656,24792,66,24792,10,0,0,0,0.000402123,0,99.9598,0,56308,24109,24120,0,0,24109,32186,0,0,0,0,1,2,0,0,100,0,0.00037128,3.276e-05,99.9202,0.00444668,329240,281108,8.9511e+07
471,1695600,4255371,56386,31405,41,2,1015,55324,45,2,2,0,0.00079807,3.54698e-05,99.9202,0.00354698,165369,40438712,33786,21892442,33255,497,33253,34,2,0,2,0.00100633,5.91961e-05,99.8994,0.00591961,75197,30199,30226,0,0,30199,44969,0,0,0,0,2,2,0,0,100,0,0.000656304,3.32306e-05,99.8599,0.00443597,332269,276703,8.92335e+07
472,1699200,4331402,76031,29809,48,7,1015,74958,51,7,2,5,0.000670779,9.20677e-05,99.9329,0.00920677,189541,40489273,27310,21919752,26607,690,26604,13,3,3,0,0.000476016,0.00010985,99.9524,0.010985,86200,23251,23296,0,0,23251,62897,0,0,0,0,5,5,0,0,100,0,0.000505561,7.89939e-05,99.9158,0.0096767,335580,272251,8.83762e+07
473,1702800,4358908,27506,13993,24,0,256,27226,24,0,0,0,0.000872537,0,99.9127,0,70526,40509565,11036,21930788,10860,169,10859,7,1,0,1,0.000634288,9.06125e-05,99.9366,0.00906125,31984,9256,9274,0,0,9256,22710,0,0,0,0,0,1,0,0,100,0,0.000648563,2.09214e-05,99.8873,0.00259457,337166,266750,8.72563e+07
474,1706400,4406766,47858,19154,25,5,377,47448,27,6,5,0,0.000564169,0.000125371,99.9436,0.0125371,117604,40539447,16130,21946918,15871,249,15870,10,1,0,1,0.000619963,6.19963e-05,99.938,0.00619963,53616,13752,13773,0,0,13752,39838,0,0,0,0,5,1,0,0,100,0,0.000475945,9.00437e-05,99.9227,0.0109396,339264,261216,8.61097e+07
475,1710000,4466743,59977,25693,52,3,738,59178,58,3,2,1,0.000967037,5.00192e-05,99.9033,0.00500192,147266,40577224,20361,21967279,19908,435,19908,18,0,0,0,0.000884043,0,99.9116,0,66928,17416,17461,0,0,17416,49464,0,0,0,0,2,1,0,0,100,0,0.000777462,3.06893e-05,99.8733,0.00373422,341711,256221,8.51119e+07
476,1713600,4470775,4032,1610,5,0,78,3949,5,0,0,0,0.00124008,0,99.876,0,10032,40579896,1426,21968705,1405,19,1405,2,0,0,0,0.00140252,0,99.8597,0,4574,1246,1250,0,0,1246,3324,0,0,0,0,0,0,0,0,100,0,0.00104415,0,99.8264,0,341866,248622,8.36297e+07
477,1717200,4484633,13858,5624,5,0,512,13341,5,0,0,0,0.000360802,0,99.9639,0,58131,40612666,17825,21986530,17630,173,17630,22,0,0,0,0.00123422,0,99.8766,0,26448,14945,14950,0,0,14945,11498,0,0,0,0,0,0,0,0,100,0,0.000579051,0,99.8052,0,344546,244294,8.27267e+07
478,1720800,4484651,18,10,0,0,1,17,0,0,0,0,0,0,100,0,55,40612688,12,21986542,12,0,12,0,0,0,0,0,0,100,0,25,10,10,0,0,10,15,0,0,0,0,0,0,0,0,100,0,0,0,100,0,344548,236818,8.1197e+07
479,1724400,4510078,25427,13246,9,0,114,25303,10,0,0,0,0.000393283,0,99.9607,0,54846,40621082,4570,21991112,4531,37,4531,2,0,0,0,0.000437637,0,99.9562,0,24849,3824,3833,0,0,3824,21016,0,0,0,0,0,0,0,0,100,0,0.000354809,0,99.9528,0,345246,228542,7.96903e+07
480,1728000,4557404,47326,17244,26,1,313,46985,27,1,1,0,0.000570511,2.113e-05,99.9429,0.002113,99274,40633760,6796,21997908,6772,20,6772,4,0,0,0,0.000588581,0,99.9411,0,45152,5882,5906,0,0,5882,39246,0,0,0,0,1,0,0,0,100,0,0.000516632,1.66656e-05,99.9345,0.00184768,346112,222867,7.86663e+07
481,1731600,4588210,30806,16975,0,55,473,30276,0,57,6,49,0,0.00185029,100,0.185029,114771,40693156,31764,22029672,31480,283,31344,1,136,7,129,3.14822e-05,0.00428158,99.9969,0.428158,52201,27632,27632,0,0,27632,24535,0,0,0,0,13,178,0,0,100,0,1.10862e-05,0.00213964,99.9967,0.308455,105520,221593,7.86499e+07
482,1735200,4626441,38231,23620,0,84,631,37514,1,85,7,77,2.61568e-05,0.00222333,99.9974,0.222333,100441,40724804,16587,22046259,16455,132,16445,0,10,1,9,0,0.000602882,100,0.0602882,45623,15061,15062,0,0,15061,30493,0,0,0,0,8,86,0,0,100,0,1.43105e-05,0.00135949,99.9974,0.173301,106913,221796,7.87668e+07
483,1738800,4658828,32387,12262,0,14,482,31888,0,17,1,13,0,0.000524902,100,0.0524902,91029,40756916,17370,22063629,17224,146,17196,0,28,2,26,0,0.00161197,100,0.161197,41272,14742,14742,0,0,14742,26517,0,0,0,0,3,39,0,0,100,0,0,0.000697685,100,0.0904395,109395,220216,7.8602e+07
484,1742400,4675536,16708,9268,0,23,479,16206,0,23,3,20,0,0.00137659,100,0.137659,53668,40780867,12612,22076241,12498,114,12476,0,22,1,21,0,0.00174437,100,0.174437,24348,11339,11339,0,0,11339,12994,0,0,0,0,4,41,0,0,100,0,0,0.00110677,100,0.153479,110554,217627,7.82051e+07
485,1746000,4691496,15960,7102,0,0,211,15749,0,0,0,0,0,0,100,0,64116,40815839,19000,22095241,18885,115,18866,0,19,0,19,0,0.001,100,0.1,29156,15972,15972,0,0,15972,13184,0,0,0,0,0,19,0,0,100,0,0,0.000373046,100,0.0543478,113467,213345,7.74236e+07
486,1749600,4716530,25034,19476,0,10,270,24754,0,10,0,10,0,0.000399457,100,0.0399457,91031,40862426,24571,22119812,24492,79,24482,0,10,0,10,0,0.000406984,100,0.0406984,41426,22016,22016,0,0,22016,19405,0,0,0,0,0,20,0,0,100,0,0,0.000279248,100,0.0403185,115943,208740,7.71045e+07
